count,value
1,Animal Genetics and Genomics
1,Bioinformatics
1,Economics / Management Science
1,Economics general
1,Evolutionary Biology
1,Human Genetics
1,International Economics
1,Life Sciences
1,Microbial Genetics and Genomics
1,Plant Genetics & Genomics
1,Social Policy
