count,value
5,Psychology
4,"Psychology, general"
2,Education
2,Health Psychology
1,Biomedicine
1,"Business and Management, general"
1,Child and School Psychology
1,Clinical Psychology
1,Cognitive Psychology
1,"Computer Science, general"
1,Educational Psychology
1,Educational Technology
1,General Practice / Family Medicine
1,History of Psychology
1,Language and Literature
1,Law and Psychology
1,Learning & Instruction
1,Learning and Instruction
1,"Linguistics, general"
1,Mathematics
