count,value
1,Current Psychological Research & Reviews
1,ECTJ
1,Human Assessment: Cognition and Motivation
1,Instructional Science
1,Journal of Behavioral Medicine
1,Journal of Youth and Adolescence
1,"Power, Autonomy, Utopia"
1,Psychopharmacology
1,The Psychological Record
1,Visual Languages
