count,value
472811,United States
231772,Germany
220013,China
169441,United Kingdom
108173,France
98650,Italy
92207,India
87032,Japan
85475,Canada
71004,Australia
68259,Spain
58863,Netherlands
53872,Russia
49974,
47348,South Korea
40976,Poland
39753,Switzerland
32774,Austria
32560,Brazil
31213,Sweden
