count,value
59832,United States
40392,China
22475,United Kingdom
22415,Germany
14871,India
12102,Italy
11539,Australia
10963,Canada
10705,France
10297,Japan
8314,Spain
7494,Netherlands
6886,South Korea
5714,Brazil
5446,Switzerland
5372,Russia
4950,Iran
4794,Sweden
3964,Poland
3485,Belgium
