count,value
472886,United States
231804,Germany
220090,China
169451,United Kingdom
108177,France
98689,Italy
92232,India
87050,Japan
85488,Canada
71024,Australia
68267,Spain
58874,Netherlands
53898,Russia
49975,
47352,South Korea
40994,Poland
39762,Switzerland
32779,Austria
32578,Brazil
31219,Sweden
