count,value
54,United Kingdom
45,United States
25,Australia
11,China
10,Germany
10,Italy
7,Canada
5,Belgium
5,Denmark
5,France
5,South Korea
5,Switzerland
4,Japan
3,Austria
3,Brazil
3,Finland
3,Greece
3,Singapore
3,Sweden
2,Hong Kong
