count,value
4,Education
4,Technology
3,Creativity
3,Design
3,Digital art
2,(Post-)Phenomenology
2,Aesthetics
2,Art
2,Close reading
2,Computer science
2,Crowdsourcing
2,Cultural heritage
2,Dakar
2,Dance
2,Digital humanities
2,Digital media
2,Disruptive technologies
2,Environment
2,Game design
2,Interactive digital narrative (IDN)
