count,value
815,United States
620,China
583,South Korea
562,Japan
524,United Kingdom
479,
468,Germany
274,France
242,Italy
235,Taiwan
220,Netherlands
205,Spain
194,Australia
164,Canada
113,Greece
103,Sweden
94,Belgium
92,Finland
84,Brazil
82,Austria
