count,value
9631,United States
6364,Germany
5697,China
4105,United Kingdom
2277,Australia
2197,Italy
2120,India
1993,Canada
1993,France
1711,Spain
1595,Netherlands
1524,Japan
1078,Poland
1006,South Korea
996,Switzerland
929,Brazil
899,Austria
852,Sweden
744,Russia
662,Taiwan
