count,value
477,Cloud computing
384,Social media
324,Big data
297,Security
288,Machine learning
236,Privacy
226,Data mining
210,Classification
208,Internet
195,Education
178,Ontology
177,Depression
172,Clustering
160,Innovation
156,Social networks
155,Evaluation
153,Obesity
150,Internet of Things
143,Children
140,Technology
