count,value
50,Behavioral economics
35,Behavioural economics
24,C91
22,D81
20,Prospect theory
19,D03
16,Game theory
16,Reciprocity
15,Experimental economics
15,Uncertainty
14,Bounded rationality
13,Addiction
13,Rationality
13,Risk aversion
12,D63
12,D91
12,Decision-making
12,Loss aversion
11,C72
11,Risk
