count,value
3,Phänomen Let´s Play-Video
1,Applications of Evolutionary Computation
1,Beginning RPG Maker VX Ace
1,Computational Intelligence in Data Mining—Volume 1
1,Decision Support Systems V – Big Data Analytics for Decision Making
1,"Performativity in Art, Literature, and Videogames"
1,The International Sports Law Journal
