count,value
21978,China
4381,United States
1391,Japan
1337,Germany
1292,United Kingdom
913,Australia
908,Taiwan
898,Canada
718,France
665,South Korea
532,India
524,Italy
414,Russia
403,Spain
399,Netherlands
358,
347,Singapore
310,Switzerland
265,Hong Kong
225,Sweden
