count,value
40,Political Science and International Relations
24,Terrorism and Political Violence
16,Literature
16,Political History
13,Contemporary Literature
13,Psychology
12,Social Sciences
10,Cultural and Media Studies
10,Economics
10,Public Policy
9,Foreign Policy
9,Memory Studies
9,US Politics
8,Business and Management
8,Computer Science
8,International Relations
8,Psychiatry
8,"Social Justice, Equality and Human Rights"
7,European Literature
7,Finance
