count,value
456,United States
177,United Kingdom
167,Germany
93,Italy
66,China
62,Netherlands
59,Australia
51,Canada
42,France
41,Switzerland
40,Japan
32,Poland
30,Austria
28,Spain
20,Belgium
18,Denmark
16,Ireland
16,Sweden
16,Turkey
15,India
