count,value
44432,United States
31144,China
18341,Germany
17055,India
16158,United Kingdom
10401,Italy
8506,Australia
8335,France
7507,Canada
7484,Japan
6279,Spain
6045,Russia
4850,Netherlands
4285,Brazil
4273,Poland
3779,South Korea
3700,Switzerland
3265,Iran
2987,Sweden
2936,Austria
